prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,19891718301we,1102619890107310,0,1,1,,2,1,3,151,O,0,0,,3,1102619890107007,10,1,3,0,0,0,,,,,1,39,7,1,1,1989,1102619890107,01,we,,,1102619890107007,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1622,34646,8,64,2271.2188106,19891718301we,,0,1102619890107007
,,19891718301we,1102619890107310,0,1,1,,2,1,3,3,Y,2,8,,5,1102619890107005,10,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1102619890107,01,we,,,1102619890107005,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1607,99998,8,66,1693.9641992,19891718301we,,0,1102619890107005
,,19891718302we,11026198902129741,0,1,1,,2,1,97,97,Y,0,4,,2,1102619890212001,41,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1102619890212,02,we,,,1102619890212001,2,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1340,36609,8,26,1693.9641992,19891718302we,,0,1102619890212001
,,19891718302we,11026198902129741,0,1,1,,2,1,97,97,Y,0,0,,2,1102619890212002,41,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1102619890212,02,we,,,1102619890212002,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1343,36609,8,25,1693.9641992,19891718302we,,0,1102619890212002
,,19891718302we,11026198902129741,0,1,1,,2,1,97,97,Y,7,12,,1,1102619890212003,41,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1102619890212,02,we,,,1102619890212003,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1347,36606,8,30,1693.9641992,19891718302we,,0,1102619890212003
,,19891718302we,11026198902129741,0,1,1,,2,1,97,97,Y,0,20,,1.5,1102619890212007,41,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1102619890212,02,we,,,1102619890212007,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1430,36618,8,11,1693.9641992,19891718302we,,0,1102619890212007
,,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,8,50,,2.5,1030319890219010,114,1,3,0,0,0,,,,7,1,1,7,2,1,1989,1030319890219,02,we,,,1030319890219010,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1515,99998,8,26,3202.1145037,19891718302we,,0,1030319890219010
,,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,1,2,,4,1030319890219008,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890219,02,we,,,1030319890219008,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1445,36618,8,31,3202.1145037,19891718302we,,0,1030319890219008
,,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,0,0,,4,1030319890219007,114,1,3,0,0,0,,,,7,1,1,7,2,1,1989,1030319890219,02,we,,,1030319890219007,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1440,36575,8,31,3202.1145037,19891718302we,,0,1030319890219007
,,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,0,2,,4,1030319890219006,114,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890219,02,we,,,1030319890219006,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1435,36575,8,30,3202.1145037,19891718302we,,0,1030319890219006
,,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,0,3,,2,1030319890219002,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890219,02,we,,,1030319890219002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1235,36541,8,25,3202.1145037,19891718302we,,0,1030319890219002
,SHEEPSHEAD,19891718302we,1030319890211312,0,5,5,,2,1,3,89,O,6,6,,1.5,1030319890211004,12,1,3,0,0,0,,,,,1,17,7,1,1,1989,1030319890211,02,we,,,1030319890211004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,88,8,1140,30502,8,72,4293.303659,19891718302we,,0,1030319890211004
,,19891718302we,1030319890211312,0,5,5,,1,1,3,33,O,8,50,,5,1030319890211001,12,1,3,0,1,0,,,,7,1,12,7,1,1,1989,1030319890211,02,we,,,1030319890211001,1,1,0,8,1,,,12JUN91:15:13,8,1,1,,,,,,1,88,8,1055,32514,8,38,4293.303659,19891718302we,,0,1030319890211001
,SHEEPSHEAD,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,5,30,,4.5,1030319890128012,114,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128012,1,0,6,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,88,8,1540,99998,8,14,3202.1145037,19891718301we,,0,1030319890128012
,,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,1,10,,4,1030319890128008,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128008,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1405,99998,8,50,3202.1145037,19891718301we,,0,1030319890128008
,SPOTTED SEATROUT,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,0,2,,2.5,1030319890128004,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,88,8,1310,36575,8,74,3202.1145037,19891718301we,,0,1030319890128004
,,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,2,15,,8,1030319890128001,114,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128001,1,0,1,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1240,36608,8,31,3202.1145037,19891718301we,,0,1030319890128001
,,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,1,7,,8,1030319890128002,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1245,36608,8,25,3202.1145037,19891718301we,,0,1030319890128002
,,19891718301we,103031989012897114,0,L,5,,1,1,97,97,Y,0,30,,4,1030319890128005,114,1,3,0,4,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128005,1,4,0,8,9,,,12JUN91:15:13,8,1,1,,,,,,1,88,8,1335,36617,8,33,3202.1145037,19891718301we,,0,1030319890128005
,,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,1,3,,8,1030319890128003,114,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128003,1,0,12,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1250,36607,8,19,3202.1145037,19891718301we,,0,1030319890128003
,,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,0,1,,4,1030319890128006,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128006,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1340,36617,8,51,3202.1145037,19891718301we,,0,1030319890128006
,,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,1,1,,4,1030319890219009,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890219,02,we,,,1030319890219009,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1450,36608,8,27,3202.1145037,19891718302we,,0,1030319890219009
,SHEEPSHEAD,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,2,30,,4.5,1030319890128009,114,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128009,1,0,5,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,88,8,1525,36582,8,45,3202.1145037,19891718301we,,0,1030319890128009
,SHEEPSHEAD,19891718301we,103031989012897144,0,L,5,,2,1,97,97,Y,5,30,,4.5,1030319890128010,144,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128010,1,0,12,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,88,8,1530,36582,8,14,3202.1145037,19891718301we,,0,1030319890128010
,SHEEPSHEAD,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,5,30,,4.5,1030319890128011,114,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128011,1,0,6,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,88,8,1535,36582,8,18,3202.1145037,19891718301we,,0,1030319890128011
,,19891718301we,103031989012897114,0,L,5,,2,1,97,97,Y,5,35,,4,1030319890128007,114,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890128,01,we,,,1030319890128007,1,0,2,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1400,36582,8,43,3202.1145037,19891718301we,,0,1030319890128007
,SHEEPSHEAD,19891718302we,1030319890211312,0,5,5,,2,1,3,89,O,20,60,,1.5,1030319890211002,12,1,3,0,0,0,,,,,1,17,7,1,1,1989,1030319890211,02,we,,,1030319890211002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,88,8,1115,30505,8,73,4293.303659,19891718302we,,0,1030319890211002
,SPOTTED SEATROUT,19891718302we,1030319890211312,0,5,5,,2,1,3,3,Y,8,50,,4.5,1030319890211003,12,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890211,02,we,,,1030319890211003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,88,8,1125,36549,8,28,3202.1145037,19891718302we,,0,1030319890211003
,SHEEPSHEAD,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,0,15,,2,1030319890219001,114,1,3,1,0,0,,,,7,1,1,7,1,1,1989,1030319890219,02,we,,,1030319890219001,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,88,8,1230,36541,8,32,3202.1145037,19891718302we,,0,1030319890219001
,,19891718302we,1030319890211312,0,5,5,,2,1,3,81,O,3,3,,3.5,1030319890211010,12,1,3,0,0,0,,,,,1,26,7,1,1,1989,1030319890211,02,we,,,1030319890211010,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1450,39504,8,64,4293.303659,19891718302we,,0,1030319890211010
,,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,4,20,,3,1030319890219003,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890219,02,we,,,1030319890219003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1350,36587,8,40,3202.1145037,19891718302we,,0,1030319890219003
,,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,4,20,,3,1030319890219004,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890219,02,we,,,1030319890219004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1355,36587,8,39,3202.1145037,19891718302we,,0,1030319890219004
,,19891718302we,1030319890211312,0,5,5,,2,1,3,81,O,3,3,,3.5,1030319890211009,12,1,3,0,0,0,,,,,1,26,7,1,1,1989,1030319890211,02,we,,,1030319890211009,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1445,39504,8,66,4293.303659,19891718302we,,0,1030319890211009
,SHEEPSHEAD,19891718302we,103031989021997114,0,2,5,,2,1,97,97,Y,0,4,,4,1030319890219005,114,1,3,0,0,0,,,,7,1,1,7,1,1,1989,1030319890219,02,we,,,1030319890219005,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,88,8,1430,36618,8,32,3202.1145037,19891718302we,,0,1030319890219005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,117,N,0,2,,7,1102619890225014,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225014,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1644,35080,2,38,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,117,N,0,0,,7,1102619890225013,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225013,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1640,35124,2,40,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,117,N,0,0,,7,1102619890225012,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225012,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1636,35124,2,38,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,97,Y,0,1,,7,1102619890225011,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225011,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1632,36608,2,27,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,117,N,0,1,,7,1102619890225009,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225009,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1625,35080,2,34,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,73,N,0,2,,7,1102619890225008,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225008,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1621,35335,2,29,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,73,N,0,0,,7,1102619890225015,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225015,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1650,35209,2,34,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,113,O,0,0,,7,1102619890225007,56,7,5,0,0,1,,,,7,1,12,7,1,1,1989,1102619890225,02,we,,,1102619890225007,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1618,32570,2,26,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,3,0,3,3,Y,0,3,,7,1102619890225006,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225006,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1614,36526,2,29,0,19891718502we,,0,1102619890225005
,,19891718502we,1102619890225356,0,1,1,,1,11,3,73,N,0,3,,7,1102619890225005,56,7,5,2,35,0,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225005,1,0,1,8,1,,,12JUN91:15:13,1,2,1,,,,,,1,1,2,1610,35210,2,28,0,19891718502we,,0,1102619890225005
,SHEEPSHEAD,19891718502we,1102619890225356,0,1,1,,2,1,3,157,O,0,0,,6.5,1102619890225004,56,7,5,0,0,0,,,,,1,47,7,1,1,1989,1102619890225,02,we,,,1102619890225004,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835430301,,1,3,8,1545,38134,2,32,0,19891718502we,,0,1102619890225004
,,19891718502we,1102619890225356,0,1,1,,2,1,3,33,O,0,0,,6.5,1102619890225003,56,7,5,2,0,0,,,,7,1,28,7,1,1,1989,1102619890225,02,we,,,1102619890225003,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,3,8,1540,38654,2,48,0,19891718502we,,0,1102619890225003
,,19891718502we,1102619890225356,0,1,1,,3,0,3,73,N,0,0,,7,1102619890225010,56,7,5,0,0,1,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225010,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1629,35216,2,28,0,19891718502we,,0,1102619890225005
,SHEEPSHEAD,19891718502we,1102619890225356,0,1,1,,2,1,3,3,Y,0,6,,3,1102619890225001,56,7,5,2,0,0,,,,7,1,1,7,1,1,1989,1102619890225,02,we,,,1102619890225001,1,0,15,8,1,,,12JUN91:15:13,1,8,1,,,,8835430301,,1,3,8,1530,36561,2,44,0,19891718502we,,0,1102619890225001
,SHEEPSHEAD,19891718502we,1102619890225356,0,1,1,,2,1,3,3,O,0,0,,3,1102619890225002,56,7,5,0,0,0,,,,5,1,42,7,1,1,1989,1102619890225,02,we,,,1102619890225002,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835430301,,1,3,8,1535,99998,2,45,0,19891718502we,,0,1102619890225002
,RED SNAPPER,19891718502we,10303198902113109,0,1,2,,3,0,3,55,O,0,0,,1,1030319890211008,109,7,5,0,0,1,,,,5,1,36,7,1,1,1989,1030319890211,02,we,,,1030319890211008,,,,8,1,,,12JUN91:15:13,2,8,1,,,,8835360107,,1,1,8,1320,99998,2,64,0,19891718502we,,0,1030319890211005
,,19891718502we,10303198902113109,0,1,2,,3,0,3,31,O,0,0,,1,1030319890211007,109,7,5,0,0,1,,,,,1,17,7,1,1,1989,1030319890211,02,we,,,1030319890211007,,,,8,1,,,12JUN91:15:13,2,8,1,,,,,,1,1,8,1315,30130,2,65,0,19891718502we,,0,1030319890211005
,,19891718502we,10303198902113109,0,1,2,,3,0,3,43,O,0,0,,1,1030319890211006,109,7,5,0,0,1,,,,,1,17,7,1,1,1989,1030319890211,02,we,,,1030319890211006,,,,8,1,,,12JUN91:15:13,2,8,1,,,,,,1,1,8,1310,30540,2,63,0,19891718502we,,0,1030319890211005
,,19891718502we,10303198902113109,0,1,2,,1,4,3,31,O,0,0,,2,1030319890211005,109,7,5,0,3,0,,,,,1,17,7,1,1,1989,1030319890211,02,we,,,1030319890211005,1,1,0,8,1,,,12JUN91:15:13,2,2,1,,,,,,1,1,2,1305,30513,2,65,0,19891718502we,,0,1030319890211005
,SHEEPSHEAD,19891718701we,1102619890128373,0,1,1,,2,1,3,97,Y,2,24,,3,1102619890128008,73,8,7,1,0,0,,,,7,1,1,7,1,1,1989,1102619890128,01,we,,,1102619890128008,1,0,24,8,1,,,12JUN91:15:13,1,8,1,,,,8835430301,,1,1,8,1600,36609,2,44,717.67028691,19891718701we,,0,1102619890128008
,SHEEPSHEAD,19891718701we,1102619890128373,0,1,1,,2,1,3,21,O,15,15,,3,1102619890128001,73,8,7,1,0,0,,,,,1,27,7,1,1,1989,1102619890128,01,we,,,1102619890128001,1,0,25,8,1,,,12JUN91:15:13,1,8,1,,,,8835430301,,1,1,8,1230,36655,2,60,879.07965666,19891718701we,,0,1102619890128001
,SHEEPSHEAD,19891718701we,1102619890128373,0,1,1,,2,1,3,97,Y,,,,2,1102619890128005,73,8,7,1,0,0,,,,7,1,1,7,1,1,1989,1102619890128,01,we,,,1102619890128005,1,0,20,8,1,,,12JUN91:15:13,1,8,1,,,,8835430301,,1,1,8,1340,36609,2,45,717.67028691,19891718701we,,0,1102619890128005
RED DRUM,SAND SEATROUT,19891718701we,1102619890128373,0,1,1,,2,1,3,3,Y,8,30,,8,1102619890128007,73,8,7,4,0,0,,,,7,1,1,7,1,1,1989,1102619890128,01,we,,,1102619890128007,1,0,2,8,1,,,12JUN91:15:13,1,8,1,,,,8835440106,8835440901,1,1,8,1550,36527,2,35,717.67028691,19891718701we,,0,1102619890128007
,,19891718701we,1102619890128373,0,1,1,,2,1,3,107,N,3,12,,8,1102619890128006,73,8,7,2,0,0,,,,7,1,1,7,1,1,1989,1102619890128,01,we,,,1102619890128006,1,0,1,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1400,35471,2,31,895.42230334,19891718701we,,0,1102619890128006
,RED DRUM,19891718701we,1102619890128373,0,1,2,,2,1,3,3,Y,6,35,,3,1102619890128004,73,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1102619890128,01,we,,,1102619890128004,,,,8,1,,,12JUN91:15:13,2,8,1,,,,8835440901,,1,1,8,1336,36561,2,53,2541.3148937,19891718701we,,0,1102619890128004
,RED DRUM,19891718701we,1102619890128373,0,1,2,,2,1,3,3,Y,4,30,,3,1102619890128003,73,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1102619890128,01,we,,,1102619890128003,,,,8,1,,,12JUN91:15:13,2,8,1,,,,8835440901,,1,1,8,1333,36502,2,25,2541.3148937,19891718701we,,0,1102619890128003
,RED DRUM,19891718701we,1102619890128373,0,1,2,,2,1,3,3,Y,4,30,,3,1102619890128002,73,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1102619890128,01,we,,,1102619890128002,,,,8,1,,,12JUN91:15:13,2,8,1,,,,8835440901,,1,1,8,1330,36561,2,73,2541.3148937,19891718701we,,0,1102619890128002
,,19891718702we,10303198902189737,0,L,5,,2,1,97,97,Y,5,20,,3,1030319890218007,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890218,02,we,,,1030319890218007,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1520,36608,2,42,1641.7134897,19891718702we,,0,1030319890218007
,,19891718702we,10303198902189737,0,L,5,,2,1,97,97,Y,3,10,,3,1030319890218008,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890218,02,we,,,1030319890218008,,,,8,9,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1525,36608,2,39,1641.7134897,19891718702we,,0,1030319890218008
,SHEEPSHEAD,19891718702we,10303198902189737,0,L,5,,3,0,97,97,Y,6,40,,5,1030319890218006,37,8,7,0,0,1,,,,7,1,1,7,1,1,1989,1030319890218,02,we,,,1030319890218006,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835430301,,1,1,8,1420,36605,2,48,1641.7134897,19891718702we,,0,1030319890218005
,SHEEPSHEAD,19891718702we,10303198902189737,0,L,5,,1,2,97,97,Y,6,40,,5,1030319890218005,37,8,7,0,1,0,,,,7,1,1,7,1,1,1989,1030319890218,02,we,,,1030319890218005,1,28,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835430301,,1,1,2,1415,36605,2,76,1641.7134897,19891718702we,,0,1030319890218005
,SAND SEATROUT,19891718702we,10303198902189737,0,L,5,,2,1,97,97,Y,5,90,,5,1030319890218003,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890218,02,we,,,1030319890218003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440106,,1,1,8,1210,36617,2,60,1641.7134897,19891718702we,,0,1030319890218003
,,19891718702we,10303198902189737,0,L,5,,2,1,97,97,Y,1,12,,3,1030319890218002,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890218,02,we,,,1030319890218002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1140,36695,2,14,1641.7134897,19891718702we,,0,1030319890218002
,,19891718702we,10303198902189737,0,L,5,,1,1,97,45,N,1,8,,3,1030319890218001,37,8,7,0,1,0,,,,7,1,1,7,1,1,1989,1030319890218,02,we,,,1030319890218001,1,1,0,8,1,,,12JUN91:15:13,8,1,1,,,,,,1,1,8,1135,36361,2,68,2048.3318053,19891718702we,,0,1030319890218001
,SAND SEATROUT,19891718702we,10303198902189737,0,L,5,,2,1,97,97,Y,0,180,,5,1030319890218004,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890218,02,we,,,1030319890218004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440106,,1,1,8,1215,36604,2,54,1641.7134897,19891718702we,,0,1030319890218004
,SPOTTED SEATROUT,19891718701we,10303198901149737,0,L,5,,3,0,97,97,Y,25,50,,5,1030319890114012,37,8,7,0,0,1,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114012,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1535,36605,2,76,1641.7134897,19891718701we,,0,1030319890114011
,SPOTTED SEATROUT,19891718701we,10303198901149737,0,L,5,,1,2,97,97,Y,25,50,,5,1030319890114011,37,8,7,0,7,0,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114011,1,6,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440102,,1,1,2,1530,36605,2,48,1641.7134897,19891718701we,,0,1030319890114011
,SPOTTED SEATROUT,19891718701we,10303198901149737,0,L,5,,3,0,97,97,Y,4,10,,5,1030319890114010,37,8,7,0,0,1,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114010,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1455,36619,2,35,1641.7134897,19891718701we,,0,1030319890114009
,SPOTTED SEATROUT,19891718701we,10303198901149737,0,L,5,,1,2,97,97,Y,2,2,,5,1030319890114009,37,8,7,0,3,0,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114009,1,3,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440102,,1,1,2,1450,36575,2,44,1641.7134897,19891718701we,,0,1030319890114009
,SPOTTED SEATROUT,19891718701we,10303198901149737,0,L,5,,2,1,97,97,Y,2,8,,3,1030319890114008,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114008,,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1405,36619,2,12,1641.7134897,19891718701we,,0,1030319890114008
,SPOTTED SEATROUT,19891718701we,10303198901149737,0,L,5,,2,1,97,97,Y,2,8,,3,1030319890114007,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114007,,,,8,9,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1400,36619,2,37,1641.7134897,19891718701we,,0,1030319890114007
,,19891718701we,10303198901149737,0,L,5,,2,1,97,97,Y,1,2,,4,1030319890114006,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114006,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1255,36619,2,7,1641.7134897,19891718701we,,0,1030319890114006
,,19891718701we,10303198901149737,0,L,5,,2,1,97,97,Y,1,2,,4,1030319890114005,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114005,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1250,36619,2,57,1641.7134897,19891718701we,,0,1030319890114005
,SPOTTED SEATROUT,19891718701we,10303198901149737,0,L,5,,2,1,97,97,Y,3,5,,4,1030319890114004,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1120,36582,2,47,1641.7134897,19891718701we,,0,1030319890114004
,SPOTTED SEATROUT,19891718701we,10303198901149737,0,L,5,,2,1,97,97,Y,3,4,,4,1030319890114003,37,8,7,0,0,0,,,,7,1,1,7,1,1,1989,1030319890114,01,we,,,1030319890114003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1115,36619,2,23,1641.7134897,19891718701we,,0,1030319890114003
